Gene	chrom	start	end
PDCD2L	19	34895907	34916931
UBA2	19	34920425	34958012
WTIP	19	34974229	34990536
ZNF302	19	35169414	35176959
ZNF181	19	35225551	35233139
ZNF599	19	35249908	35262837
LOC400685	19	35310550	35323200
ZNF30	19	35418315	35436074
ZNF792	19	35447520	35454475
GRAMD1A	19	35492888	35516052
SCN1B	19	35522393	35531375
HPN	19	35533548	35556534
LOC100128675	19	35558303	35596113
FXYD3	19	35607375	35615059
LGI4	19	35617093	35624396
FXYD1	19	35630880	35633968
FXYD7	19	35635241	35643492
FXYD5	19	35646198	35660782
FAM187B	19	35717618	35718953
LSR	19	35740633	35758840
USF2	19	35761876	35770330
HAMP	19	35774128	35774186
MAG	19	35783606	35804007
CD22	19	35820732	35838287
FFAR2	19	35941072	35942690
KRTDAP	19	35978714	35980625
DMKN	19	35988104	36003899
SBSN	19	36014551	36018895
GAPDHS	19	36025610	36035742
TMEM147	19	36037038	36037096
ATP4A	19	36042057	36053113
HAUS5	19	36104735	36115772
RBM42	19	36122920	36127984
ETV2	19	36133780	36134867
COX6B1	19	36141991	36149701
UPK1A	19	36159585	36169323
ZBTB32	19	36204658	36207928
MLL4	19	36211155	36229738
IGFLR1	19	36230766	36232321
U2AF1L4	19	36233452	36235318
PSENEN	19	36236690	36236745
LIN37	19	36240179	36244601
HSPB6	19	36245998	36246050
C19orf55	19	36249348	36259530
ARHGAP33	19	36268845	36279728
PRODH2	19	36291507	36303897
NPHS1	19	36317150	36340614
KIRREL2	19	36348464	36357767
APLP1	19	36360002	36370533
NFKBID	19	36379350	36390064
HCST	19	36393836	36395046
TYROBP	19	36395286	36397440
LRFN3	19	36429691	36436042
SDHAF1	19	36486929	36486981
C19orf46	19	36494191	36498386
ALKBH6	19	36501022	36503693
CLIP3	19	36505552	36522953
THAP8	19	36526297	36545617
WDR62	19	36547089	36591775
POLR2I	19	36604593	36605983
TBCB	19	36607124	36616866
CAPNS1	19	36631240	36640449
ZNF565	19	36673318	36704780
ZNF146	19	36706263	36727811
ZFP14	19	36825577	36869515
ZFP82	19	36885140	36908083
ZNF566	19	36936239	36980043
LOC728752	19	36980764	36980813
ZNF260	19	37001967	37018168
ZNF529	19	37035562	37095319
ZNF382	19	37096937	37118533
ZNF461	19	37128749	37157381
ZNF567	19	37180357	37210686
ZNF850	19	37235116	37258726
ZNF790	19	37309515	37329301
ZNF345	19	37342832	37369353
ZNF829	19	37382364	37405512
ZNF568	19	37408511	37488737
ZNF420	19	37569761	37620014
ZNF585A	19	37642048	37661023
ZNF585B	19	37673190	37700614
ZNF383	19	37717613	37733543
HKR1	19	37826911	37854822
ZNF527	19	37862567	37883260
ZNF569	19	37903211	37957692
ZNF570	19	37961041	37974845
ZNF793	19	37999092	38034267
ZNF540	19	38042828	38104650
ZFP30	19	38123712	38145572
ZNF781	19	38158719	38182747
ZNF607	19	38188796	38209269
ZNF573	19	38229263	38269273
LOC728853	19	38320428	38321809
WDR87	19	38376077	38396827
SIPA1L3	19	38398455	38698864
DPF1	19	38701797	38719590
PPP1R14A	19	38741857	38746603
SPINT2	19	38756265	38783235
YIF1B	19	38794869	38806292
KCNK6	19	38812227	38814205
CATSPERG	19	38828250	38860367
PSMD8	19	38865168	38874490
GGN	19	38875552	38878651
SPRED3	19	38881542	38885724
FAM98C	19	38896379	38899400
RASGRP4	19	38900485	38913720
RYR1	19	38924634	39077963
MAP4K1	19	39082188	39108091
EIF3K	19	39110802	39127609
ACTN4	19	39139575	39221192
CAPN12	19	39222184	39233811
LGALS4	19	39292330	39298119
ECH1	19	39306109	39321125
HNRNPL	19	39328393	39341442
RINL	19	39360343	39366675
SIRT2	19	39369195	39389269
NFKBIB	19	39391142	39399550
SARS2	19	39405889	39421506
MRPS12	19	39422900	39422959
FBXO17	19	39432478	39465106
FBXO27	19	39518484	39521612
PAPL	19	39575691	39600710
PAK4	19	39616811	39669412
NCCRP1	19	39688680	39689909
SYCN	19	39693978	39694025
IL29	19	39786944	39788399
LRFN1	19	39799681	39803735
GMFG	19	39820254	39825269
SAMD4B	19	39834430	39875252
PAF1	19	39876329	39881115
MED29	19	39883052	39890702
ZFP36	19	39897531	39899943
PLEKHG2	19	39903729	39916414
RPS16	19	39925494	39925553
SUPT5H	19	39936800	39966549
TIMM50	19	39971130	39980717
DLL3	19	39990266	39998709
SELV	19	40006789	40010692
EID2B	19	40022750	40022807
EID2	19	40029557	40029616
LGALS13	19	40093242	40096439
LOC100129935	19	40131542	40131601
LGALS16	19	40150793	40150852
LGALS17A	19	40170062	40174831
LGALS14	19	40196005	40199223
CLC	19	40224208	40228356
LEUTX	19	40267981	40276151
DYRK1B	19	40317067	40323705
FBL	19	40325096	40336242
FCGBP	19	40353973	40440262
PSMC4	19	40478306	40487365
ZNF546	19	40504282	40521705
ZNF780B	19	40535185	40560580
ZNF780A	19	40575975	40596022
MAP3K10	19	40699858	40720427
TTC9B	19	40721964	40722609
CNTD2	19	40728953	40732009
AKT2	19	40736439	40790337
C19orf47	19	40828930	40853043
PLD3	19	40855047	40883925
HIPK4	19	40885348	40895797
PRX	19	40899646	40918476
SERTAD1	19	40928895	40931836
SERTAD3	19	40946723	40948114
BLVRB	19	40954624	40970554
SPTBN4	19	40975074	41082079
SHKBP1	19	41083929	41096057
LTBP4	19	41099570	41135735
NUMBL	19	41173373	41194629
ADCK4	19	41197689	41222272
ITPKC	19	41223716	41246676
C19orf54	19	41249057	41254675
SNRPA	19	41257335	41271302
MIA	19	41281253	41282354
MIA-RAB4B	19	41283655	41302380
RAB4B-EGLN2	19	41304592	41311742
CYP2A6	19	41355019	41355073
CYP2B7P1	19	41431948	41449826
CYP2B6	19	41499607	41520184
CYP2A13	19	41598736	41600113
CYP2F1	19	41621727	41632896
CYP2S1	19	41699974	41711774
AXL	19	41725260	41767380
HNRNPUL1	19	41769946	41813190
CCDC97	19	41816499	41828355
TGFB1	19	41838394	41859167
B9D2	19	41860316	41868369
TMEM91	19	41870434	41888903
EXOSC5	19	41892782	41901096
BCKDHA	19	41904982	41930226
B3GNT8	19	41931276	41934477
ATP5SL	19	41937607	41945396
C19orf69	19	41949271	41949330
CEACAM21	19	42082893	42091791
CEACAM4	19	42125728	42132257
CEACAM7	19	42180786	42190819
CEACAM5	19	42214527	42232146
CEACAM6	19	42259942	42274385
CEACAM3	19	42301000	42314827
LYPD4	19	42341301	42348520
DMRTC2	19	42350228	42356116
RPS19	19	42365773	42374781
CD79A	19	42382285	42385445
ARHGEF1	19	42387773	42409141
RABAC1	19	42462460	42462504
ATP1A3	19	42471886	42496805
GRIK5	19	42502450	42568558
ZNF574	19	42580845	42584294
POU2F2	19	42593488	42636213
DEDD2	19	42702762	42720381
ZNF526	19	42726737	42731074
GSK3A	19	42734523	42746145
ERF	19	42751701	42756278
CIC	19	42789493	42799051
PAFAH1B3	19	42801656	42805965
PRR19	19	42807071	42814487
TMEM145	19	42818348	42829232
MEGF8	19	42830266	42882918
CNFN	19	42894279	42894328
LIPE	19	42905644	42930946
CXCL17	19	42935993	42946262
CEACAM1	19	43013365	43032289
CEACAM8	19	43084577	43098120
PSG8	19	43261778	43261827
PSG7	19	43430554	43430602
PSG11	19	43514123	43519506
PSG2	19	43584433	43584477
PSG5	19	43689982	43690041
LOC284344	19	43746088	43746147
CD177	19	43859610	43864508
TEX101	19	43896675	43922683
LYPD3	19	43966324	43968938
PHLDB3	19	43979255	44008820
ETHE1	19	44012837	44029553
ZNF575	19	44038438	44039917
XRCC1	19	44048581	44079154
LOC390940	19	44081681	44084547
IRGQ	19	44090458	44099736
ZNF576	19	44101078	44104054
ZNF428	19	44111407	44123026
CADM4	19	44128517	44142011
PLAUR	19	44151559	44174143
IRGC	19	44221089	44224191
C19orf61	19	44236399	44258441
KCNN4	19	44272298	44284417
LYPD5	19	44300485	44324327
ZNF283	19	44331980	44352713
ZNF404	19	44377808	44383027
ZNF45	19	44417528	44438121
ZNF221	19	44456988	44469870
ZNF155	19	44489144	44499908
ZNF230	19	44508340	44517458
ZNF222	19	44529485	44536232
ZNF223	19	44556971	44571896
ZNF284	19	44578161	44590908
ZNF224	19	44599647	44611596
LOC100379224	19	44613162	44617280
ZNF225	19	44619285	44635102
ZNF234	19	44647131	44662389
ZNF226	19	44669962	44680370
ZNF227	19	44717921	44741337
ZNF233	19	44764894	44777491
ZNF235	19	44791203	44808256
ZFP112	19	44831603	44858661
ZNF285	19	44892265	44902402
ZNF229	19	44931795	44952290
ZNF180	19	44980187	45003630
CEACAM20	19	45010357	45031927
CEACAM22P	19	45042328	45056206
LOC147710	19	45119254	45140053
PVR	19	45147768	45169438
CEACAM19	19	45175320	45186415
CEACAM16	19	45203045	45211881
BCL3	19	45253050	45263281
CBLC	19	45282544	45303295
BCAM	19	45313543	45324676
PVRL2	19	45350712	45391111
TOMM40	19	45395104	45405938
APOE	19	45409323	45412662
APOC1	19	45422571	45422618
APOC1P1	19	45431107	45434450
APOC4	19	45448714	45448771
APOC4-APOC2	19	45450622	45452510
CLPTM1	19	45459281	45496599
RELB	19	45505546	45541454
CLASRP	19	45543673	45574219
ZNF296	19	45577778	45577834
GEMIN7	19	45584072	45594695
NKPD1	19	45653735	45660014
TRAPPC6A	19	45666953	45679960
BLOC1S3	19	45683292	45684805
EXOC3L2	19	45717338	45736729
MARK4	19	45756552	45807296
CKM	19	45810888	45825074
KLC3	19	45845489	45852551
ERCC2	19	45854769	45873288
PPP1R13L	19	45883425	45908754
CD3EAP	19	45909742	45912562
ERCC1	19	45916834	45924408
FOSB	19	45971372	45978239
RTN2	19	45989501	45999218
PPM1N	19	46003091	46005519
VASP	19	46011278	46030253
OPA3	19	46032871	46084594
GPR4	19	46093916	46103223
EML2	19	46112811	46147765
GIPR	19	46172142	46185683
SNRPD2	19	46191828	46195439
QPCTL	19	46196850	46206461
FBXO46	19	46215356	46233591
SIX5	19	46268084	46270406
DMPK	19	46273222	46283776
DMWD	19	46287386	46294815
RSPH6A	19	46299030	46317712
SYMPK	19	46321055	46365649
FOXA3	19	46368162	46376450
IRF2BP1	19	46386848	46387319
MYPOP	19	46393264	46404983
NANOS2	19	46416667	46416726
NOVA2	19	46442785	46475901
CCDC61	19	46498443	46520597
PGLYRP1	19	46523019	46525332
IGFL4	19	46543083	46544088
IGFL3	19	46624814	46627220
IGFL2	19	46652234	46664411
DKFZp434J0226	19	46715320	46717688
IGFL1	19	46734412	46734464
HIF3A	19	46800884	46845915
PPP5C	19	46850988	46892086
CCDC8	19	46914298	46916288
PNMAL1	19	46970068	46972720
LOC100506012	19	46985291	47103283
CALM3	19	47105535	47112560
PTGIR	19	47124304	47125080
DACT3	19	47150869	47163611
PRKD2	19	47180856	47219939
STRN4	19	47222764	47248090
FKRP	19	47251047	47261657
SLC1A5	19	47278689	47290444
AP2S1	19	47343480	47352885
GRLF1	19	47422653	47508307
NPAS1	19	47525348	47544842
TMEM160	19	47550482	47550530
ZC3H4	19	47567704	47615975
SAE1	19	47634783	47713626
BBC3	19	47724057	47735177
CCDC9	19	47761373	47773196
C5AR1	19	47813696	47824545
GPR77	19	47843529	47844952
DHX34	19	47853017	47885104
MEIS3	19	47908251	47921079
SLC8A2	19	47931926	47974056
KPTN	19	47978395	47986897
NAPA	19	47990868	48016073
ZNF541	19	48024079	48058044
GLTSCR1	19	48112429	48206328
EHD2	19	48217279	48246076
GLTSCR2	19	48250365	48256903
SEPW1	19	48282603	48286197
CRX	19	48325621	48346605
SULT2A1	19	48374583	48387069
BSPH1	19	48473947	48494021
ELSPBP1	19	48498644	48528177
CABP5	19	48533401	48546205
PLA2G4C	19	48551728	48609847
LIG1	19	48618809	48672858
CARD8	19	48711426	48758816
ZNF114	19	48776386	48790417
CCDC114	19	48799718	48822293
EMP3	19	48828971	48833396
TMEM143	19	48836336	48865870
SYNGR4	19	48867933	48879628
KDELR1	19	48885976	48893732
GRIN2D	19	48898230	48947630
GRWD1	19	48949923	48955085
KCNJ14	19	48959807	48968461
CYTH2	19	48974831	48984008
LMTK3	19	48991297	49015791
SULT2B1	19	49055541	49101501
FAM83E	19	49104210	49113768
RPL18	19	49119617	49121544
SPHK2	19	49123811	49133664
DBP	19	49135870	49140011
CA11	19	49141826	49148490
SEC1	19	49150552	49185528
FUT2	19	49199655	49209010
MAMSTR	19	49217434	49222754
RASIP1	19	49225364	49243133
IZUMO1	19	49245510	49249708
FUT1	19	49252060	49258114
FGF21	19	49260194	49261608
BCAT2	19	49298326	49313009
HSD17B14	19	49318714	49336647
PLEKHA4	19	49340367	49370453
PPP1R15A	19	49376364	49379339
TULP2	19	49384376	49401143
NUCB1	19	49404402	49424952
DHDH	19	49438046	49446028
BAX	19	49458843	49464953
FTL	19	49469730	49469780
GYS1	19	49471374	49493692
RUVBL2	19	49497652	49518181
KCNA7	19	49572979	49573995
SNRNP70	19	49589537	49610562
LIN7B	19	49619603	49621729
PPFIA3	19	49623954	49653780
HRC	19	49654744	49658295
TRPM4	19	49661461	49713394
SLC6A16	19	49792961	49827968
CD37	19	49839408	49843857
TEAD2	19	49844903	49865245
DKKL1	19	49869602	49877835
CCDC155	19	49892011	49920967
PTH2	19	49926217	49926268
LOC645971	19	49930449	49930500
SLC17A7	19	49933316	49943245
PIH1D1	19	49950034	49954993
ALDH16A1	19	49957050	49974273
FLT3LG	19	49977666	49989125
RPL13AP5	19	49991006	49994668
RPS11	19	49999928	50002147
FCGRT	19	50015592	50029581
RCN3	19	50030934	50046712
NOSIP	19	50061206	50083348
PRRG2	19	50086504	50094251
PRR12	19	50096323	50128435
RRAS	19	50140316	50143105
SCAF1	19	50146596	50159855
IRF3	19	50163827	50168492
BCL2L12	19	50170591	50176717
PRMT1	19	50181837	50190217
C19orf76	19	50192060	50193917
CPT1C	19	50194851	50216338
TSKS	19	50244603	50264522
AP2A1	19	50270775	50310204
FUZ	19	50311146	50314978
MED25	19	50322783	50340233
PTOV1	19	50355357	50362478
PNKP	19	50365704	50369965
AKT1S1	19	50374603	50380668
TBC1D17	19	50381662	50389621
IL4I1	19	50392900	50431187
ATF5	19	50433620	50437203
SIGLEC11	19	50453209	50463860
SIGLEC16	19	50473399	50477597
VRK3	19	50481630	50528164
ZNF473	19	50530157	50550442
FLJ26850	19	50556062	50567983
IZUMO2	19	50655777	50666035
MYH14	19	50707388	50813383
KCNC3	19	50820200	50830284
NAPSB	19	50838588	50846567
NAPSA	19	50862124	50866371
NR1H2	19	50881220	50886274
POLD1	19	50889346	50921282
SPIB	19	50922435	50930957
MYBPC2	19	50937655	50967671
FAM71E1	19	50970038	50978879
C19orf63	19	50981338	50986408
JOSD2	19	51012074	51013999
ASPDH	19	51015253	51017760
LRRC4B	19	51020413	51070131
SYT3	19	51127741	51141868
LOC342918	19	51153559	51160716
SHANK1	19	51165273	51218535
CLEC11A	19	51226985	51227034
ACPT	19	51294464	51297554
C19orf48	19	51304242	51306888
KLK1	19	51323838	51325790
KLK15	19	51329529	51332762
KLK3	19	51358992	51363236
KLK2	19	51377036	51382043
KLKP1	19	51385364	51398466
KLK4	19	51410119	51412294
KLK5	19	51448131	51454441
KLK6	19	51462792	51471655
KLK7	19	51479727	51486977
KLK8	19	51499260	51504039
KLK9	19	51508064	51512304
KLK10	19	51518043	51523353
KLK11	19	51525709	51530395
KLK12	19	51532809	51537591
KLK13	19	51559464	51567834
KLK14	19	51581664	51585537
CTU1	19	51600970	51610205
SIGLEC9	19	51629637	51635856
SIGLEC7	19	51645679	51656179
SIGLECP3	19	51671827	51676650
CD33	19	51729565	51742720
C19orf75	19	51762418	51772099
IGLON5	19	51816683	51831285
VSIG10L	19	51834801	51844975
ETFB	19	51848394	51869304
CLDND2	19	51870742	51872069
NKG7	19	51874852	51875029
LIM2	19	51883138	51890178
LOC147646	19	51892028	51893229
SIGLEC10	19	51914268	51919728
SIGLEC8	19	51954712	51961268
CEACAM18	19	51981490	51984897
SIGLEC12	19	51995187	52004655
SIGLEC6	19	52023297	52034497
ZNF175	19	52074901	52092146
FLJ30403	19	52095741	52096995
SIGLEC5	19	52116806	52131668
SIGLEC14	19	52145781	52148589
MIR125A	19	52196510	52196554
NCRNA00085	19	52196977	52208469
HAS1	19	52216384	52226930
FPR1	19	52250142	52253977
FPR2	19	52264502	52272406
FPR3	19	52299277	52328951
ZNF577	19	52359606	52390188
ZNF649	19	52393522	52408209
ZNF613	19	52432193	52448860
ZNF350	19	52467640	52490077
ZNF615	19	52495416	52510615
ZNF614	19	52517254	52528943
ZNF432	19	52536786	52551607
ZNF841	19	52568348	52598978
ZNF616	19	52619860	52641264
ZNF836	19	52658114	52672906
PPP2R1A	19	52693098	52729663
ZNF766	19	52773001	52795963
ZNF480	19	52800473	52826259
ZNF610	19	52840810	52870242
ZNF880	19	52874438	52888754
ZNF528	19	52901796	52920775
ZNF534	19	52935376	52940995
ZNF578	19	52956955	53017595
ZNF808	19	53031718	53052737
ZNF701	19	53075749	53087471
ZNF137P	19	53099929	53101875
ZNF83	19	53115685	53193692
ZNF611	19	53208863	53235914
ZNF28	19	53301950	53318281
ZNF468	19	53343544	53352736
ZNF320	19	53381094	53393117
ZNF321	19	53431652	53444163
ZNF816-ZNF321	19	53450055	53459416
ZNF702P	19	53472113	53495872
HERV-V2	19	53548059	53552254
ZNF160	19	53570685	53605404
ZNF415	19	53611236	53635023
ZNF347	19	53642531	53660492
ZNF665	19	53667034	53695180
ZNF677	19	53739061	53757113
VN1R2	19	53762584	53762632
LOC646508	19	53786854	53786913
BIRC8	19	53794280	53794339
ZNF845	19	53842371	53853362
ZNF525	19	53876739	53876788
ZNF765	19	53899217	53913815
ZNF761	19	53946104	53960726
ZNF813	19	53972686	53995496
ZNF331	19	54026193	54082412
LOC284379	19	54103715	54103774
DPRX	19	54135369	54139843
MIR519E	19	54183205	54183260
MIR525	19	54200805	54200857
MIR516B2	19	54228711	54228765
NLRP12	19	54297362	54325101
MYADM	19	54370754	54379688
PRKCG	19	54385633	54409663
CACNG7	19	54416479	54444496
CACNG8	19	54467565	54492994
CACNG6	19	54495649	54515927
VSTM1	19	54545440	54566040
TARM1	19	54573461	54584339
OSCAR	19	54600313	54602997
NDUFA3	19	54606693	54609085
TFPT	19	54610454	54619069
PRPF31	19	54619996	54635110
CNOT3	19	54642401	54658338
LENG1	19	54660778	54662536
TMC4	19	54663851	54675348
MBOAT7	19	54677105	54692365
TSEN34	19	54694194	54698414
RPS9	19	54705567	54710420
LILRB3	19	54720769	54723131
LILRA6	19	54741378	54742441
LILRB5	19	54754462	54759902
LILRB2	19	54778365	54780553
LILRA3	19	54800838	54800895
LILRA5	19	54820956	54823740
LILRA4	19	54845301	54849841
LAIR1	19	54866276	54874609
TTYH1	19	54927174	54947291
LENG8	19	54961584	54972972
CDC42EP5	19	54977250	54982120
LAIR2	19	55015058	55021903
KIR3DX1	19	55046000	55055149
LILRA2	19	55085875	55098992
LILRA1	19	55108870	55111382
LILRB1	19	55141345	55148485
LILRB4	19	55174158	55179680
LILRP2	19	55221131	55222786
FCAR	19	55386971	55401739
NCR1	19	55418159	55422837
NLRP7	19	55435636	55458834
NLRP2	19	55478906	55511034
GP6	19	55527086	55548679
RDH13	19	55555703	55577751
EPS8L1	19	55588238	55598465
PPP1R12C	19	55604315	55627602
TNNT1	19	55645669	55660026
TNNI3	19	55663390	55667484
C19orf51	19	55670181	55676864
SYT5	19	55685396	55689903
PTPRH	19	55692713	55718843
TMEM86B	19	55738359	55738404
PPP6R1	19	55741122	55768606
HSPBP1	19	55773575	55790638
BRSK1	19	55797940	55822997
TMEM150B	19	55825170	55836453
SUV420H2	19	55852485	55859487
COX6B2	19	55861083	55865001
FAM71E2	19	55867004	55874314
IL11	19	55877018	55878766
TMEM190	19	55888346	55888391
LOC388564	19	55890594	55894241
RPL28	19	55898619	55901552
UBE2S	19	55913630	55917739
SHISA7	19	55940086	55949761
ISOC2	19	55964331	55971894
ZNF628	19	55988391	55988646
NAT14	19	55998887	55998938
SSC5D	19	56002070	56028183
SBK2	19	56042300	56047949
LOC100130827	19	56053393	56054930
ZNF579	19	56088886	56088938
FIZ1	19	56103368	56110253
ZNF524	19	56113306	56113364
ZNF865	19	56127022	56129215
ZNF784	19	56135085	56135144
ZNF580	19	56153117	56154857
ZNF581	19	56156942	56156989
CCDC106	19	56159161	56164522
U2AF2	19	56166095	56185144
EPN1	19	56187260	56207122
NLRP9	19	56220371	56249744
NLRP11	19	56297392	56347623
NLRP4	19	56350265	56392870
NLRP13	19	56407341	56443244
NLRP8	19	56461435	56498879
NLRP5	19	56512844	56570695
ZNF787	19	56598925	56631144
ZNF444	19	56653445	56672257
GALP	19	56688616	56696884
ZSCAN5B	19	56701101	56702901
ZSCAN5A	19	56732878	56739133
ZNF542	19	56880996	56888435
ZNF582	19	56894692	56904242
LOC386758	19	56905437	56910086
ZNF583	19	56916544	56934340
ZNF667	19	56951747	56987285
LOC100128252	19	56989741	57004665
ZNF471	19	57020281	57039957
ZFP28	19	57051724	57067285
ZNF470	19	57079834	57093842
ZNF71	19	57107619	57134769
LOC147670	19	57155132	57166297
ZNF835	19	57176580	57183840
ZIM2	19	57286047	57349942
MIMT1	19	57352440	57359629
USP29	19	57632560	57643282
ZIM3	19	57646144	57656512
DUXA	19	57665831	57676539
ZNF264	19	57703875	57733814
AURKC	19	57743893	57745100
ZNF805	19	57753287	57773791
ZNF460	19	57792503	57804854
ZNF543	19	57832429	57842098
ZNF304	19	57864441	57870775
ZNF547	19	57878732	57890949
ZNF548	19	57904663	57909992
ZNF17	19	57923755	57932915
ZNF749	19	57948152	57957014
VN1R1	19	57966949	57967008
ZNF772	19	57984027	57987640
ZNF419	19	57999105	58005761
ZNF773	19	58013081	58019051
ZNF549	19	58039812	58051724
ZNF550	19	58059454	58066405
ZNF416	19	58084555	58088623
ZIK1	19	58096485	58103349
ZNF530	19	58112306	58116694
ZNF134	19	58126677	58133215
ZNF211	19	58145933	58153740
ZSCAN4	19	58181943	58189378
ZNF551	19	58194311	58200306
ZNF154	19	58212289	58219219
ZNF671	19	58231179	58237769
ZNF776	19	58258899	58269279
ZNF586	19	58281882	58291691
ZNF552	19	58319236	58325764
LOC100293516	19	58351511	58356141
ZNF587	19	58367715	58376216
ZNF814	19	58380834	58399831
ZNF417	19	58417426	58426643
ZNF418	19	58434700	58446101
ZNF256	19	58452198	58458326
C19orf18	19	58469778	58485336
ZNF606	19	58489643	58512311
LOC100128398	19	58516286	58517587
ZSCAN1	19	58546474	58565715
ZNF135	19	58573204	58580931
ZSCAN18	19	58597628	58628146
ZNF329	19	58637723	58661108
ZNF274	19	58695541	58724760
ZNF544	19	58740954	58774884
ZNF8	19	58791316	58806948
ZSCAN22	19	58839147	58852815
A1BG	19	58858209	58863607
A1BG-AS1	19	58865044	58865103
ZNF497	19	58866976	58873208
ZNF837	19	58881895	58891824
RPS5	19	58899670	58905374
ZNF584	19	58921500	58929684
ZNF132	19	58944595	58950950
ZNF324B	19	58964081	58969194
ZNF324	19	58980970	58984792
ZNF446	19	58988220	58992611
SLC27A5	19	59009686	59021601
ZBTB45	19	59025154	59030051
TRIM28	19	59057042	59060257
CHMP2A	19	59063454	59065819
UBE2M	19	59067907	59069256
LOC100131691	19	59071617	59085576
MGC2752	19	59089329	59095418
DEFB125	20	72310	75733
DEFB126	20	124473	126030
DEFB127	20	138891	138950
DEFB129	20	209796	209855
DEFB132	20	240109	240168
C20orf96	20	252560	271056
ZCCHC3	20	279545	279604
SOX12	20	308365	310008
NRSN2	20	329061	333773
TRIB3	20	362863	377991
RBCK1	20	391414	410781
TBC1D20	20	417338	441411
CSNK2A1	20	463331	523492
TCF15	20	584664	588784
SRXN1	20	627946	632514
SCRT2	20	642377	655879
C20orf54	20	743205	748964
FAM110A	20	815411	825284
ANGPT4	20	855303	895320
RSPO4	20	941801	981671
PSMF1	20	1096851	1147600
C20orf46	20	1161200	1164654
C20orf202	20	1185593	1188120
RAD21L1	20	1209184	1235133
SNPH	20	1248377	1288713
SDCBP2	20	1290729	1307128
FKBP1A-SDCBP2	20	1310308	1371196
NSFL1C	20	1424001	1447823
SIRPB2	20	1456658	1470732
SIRPD	20	1515805	1538044
SIRPB1	20	1545655	1600310
SIRPG	20	1609784	1638106
LOC100289473	20	1756732	1760243
SIRPA	20	1877024	1919864
PDYN	20	1960489	1973318
STK35	20	2085849	2127726
TGM3	20	2278216	2320790
TGM6	20	2363075	2411142
SNRPB	20	2442990	2449089
ZNF343	20	2462924	2489724
TMC2	20	2519360	2622138
NOP56	20	2633713	2638034
